,artist,date,venue,city,year,setlist,venue_alt,city_alt,tour_name,start,end,url,venue_capacity,avg_price,country
1460,The Rolling Stones,1994-12-18,B.C. Place,Vancouver,1994,"['Not Fade Away', 'Tumbling Dice', 'You Got Me Rocking', 'Shattered', 'Rocks Off', 'Sparks Will Fly', ""(I Can't Get No) Satisfaction"", 'Beast of Burden', 'Out of Tears', 'Doo Doo Doo Doo Doo (Heartbreaker)', 'Love Is Strong', ""It's All Over Now"", 'I Go Wild', 'Miss You', 'Honky Tonk Women', 'Happy', 'The Worst', 'Sympathy for the Devil', 'Monkey Man', 'Street Fighting Man', 'Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Brown Sugar', ""Jumpin' Jack Flash""]",BC Place Stadium,"Vancouver, BC, Canada",Voodoo Lounge,,,https://www.setlist.fm/setlist/the-rolling-stones/1994/bc-place-stadium-vancouver-bc-canada-73d6fe49.html,55000.0,50.0,Canada
1461,The Rolling Stones,1995-01-14,"Autódromo Hermanos Rodríguez (now ""Foro Sol"")",Mexico City,1995,"['Not Fade Away', 'Tumbling Dice', 'You Got Me Rocking', 'Rock and a Hard Place', 'Rocks Off', ""(I Can't Get No) Satisfaction"", 'Angie', ""You Can't Always Get What You Want"", 'Doo Doo Doo Doo Doo (Heartbreaker)', 'Love Is Strong', ""It's All Over Now"", 'I Go Wild', 'Miss You', 'Honky Tonk Women', 'Before They Make Me Run', 'The Worst', 'Sympathy for the Devil', 'Monkey Man', 'Street Fighting Man', 'Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Brown Sugar', ""Jumpin' Jack Flash""]",Foro Sol,"Mexico City, Mexico",Voodoo Lounge,,,https://www.setlist.fm/setlist/the-rolling-stones/1995/foro-sol-mexico-city-mexico-7bd6fe48.html,50000.0,50.0,México
1462,The Rolling Stones,1995-01-16,"Autódromo Hermanos Rodríguez (now ""Foro Sol"")",Mexico City,1995,"['Not Fade Away', 'Tumbling Dice', 'You Got Me Rocking', 'Rock and a Hard Place', 'Rocks Off', ""(I Can't Get No) Satisfaction"", 'Beast of Burden', 'Angie', ""You Can't Always Get What You Want"", 'Just My Imagination (Running Away With Me)', 'Love Is Strong', 'I Go Wild', 'Miss You', 'Honky Tonk Women', 'Happy', 'The Worst', 'Sympathy for the Devil', 'Gimme Shelter', 'Street Fighting Man', 'Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Brown Sugar', ""Jumpin' Jack Flash""]",Foro Sol,"Mexico City, Mexico",Voodoo Lounge,,,https://www.setlist.fm/setlist/the-rolling-stones/1995/foro-sol-mexico-city-mexico-73d6fe39.html,50000.0,50.0,México
1463,The Rolling Stones,1995-01-18,"Autódromo Hermanos Rodríguez (now ""Foro Sol"")",Mexico City,1995,"['Not Fade Away', 'Tumbling Dice', 'You Got Me Rocking', 'Rock and a Hard Place', 'Rocks Off', ""(I Can't Get No) Satisfaction"", 'Beast of Burden', 'Angie', 'Midnight Rambler', 'Just My Imagination (Running Away With Me)', 'Love Is Strong', 'I Go Wild', 'Miss You', 'Honky Tonk Women', 'Happy', 'The Worst', 'Sympathy for the Devil', 'Gimme Shelter', 'Street Fighting Man', 'Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Brown Sugar', ""Jumpin' Jack Flash""]",Foro Sol,"Mexico City, Mexico",Voodoo Lounge,,,https://www.setlist.fm/setlist/the-rolling-stones/1995/foro-sol-mexico-city-mexico-7bd6fe38.html,50000.0,50.0,México
1464,The Rolling Stones,1995-01-20,"Autódromo Hermanos Rodríguez (now ""Foro Sol"")",Mexico City,1995,"['Not Fade Away', 'Tumbling Dice', 'You Got Me Rocking', 'Rock and a Hard Place', 'Rocks Off', ""(I Can't Get No) Satisfaction"", 'Beast of Burden', 'Angie', ""You Can't Always Get What You Want"", 'Love Is Strong', 'I Go Wild', 'Miss You', 'Honky Tonk Women', 'Happy', 'The Worst', 'Sympathy for the Devil', 'Gimme Shelter', 'Street Fighting Man', 'Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Brown Sugar', ""Jumpin' Jack Flash""]",Foro Sol,"Mexico City, Mexico",Voodoo Lounge,,,https://www.setlist.fm/setlist/the-rolling-stones/1995/foro-sol-mexico-city-mexico-63d6fe3f.html,50000.0,50.0,México
1465,The Rolling Stones,1995-01-27,Estadio Pacaembu,Sao Paulo,1995,"['Not Fade Away', 'Tumbling Dice', 'You Got Me Rocking', 'Rock and a Hard Place', 'Rocks Off', ""(I Can't Get No) Satisfaction"", 'Beast of Burden', 'Angie', 'Midnight Rambler', 'Just My Imagination (Running Away With Me)', 'Love Is Strong', 'I Go Wild', 'Miss You', 'Honky Tonk Women', 'Before They Make Me Run', 'The Worst', 'Sympathy for the Devil', 'Monkey Man', 'Street Fighting Man', 'Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Brown Sugar', ""Jumpin' Jack Flash""]",Estádio do Pacaembu,"São Paulo, Brazil",Voodoo Lounge,,,https://www.setlist.fm/setlist/the-rolling-stones/1995/estadio-do-pacaembu-sao-paulo-brazil-6bd6fe3e.html,40000.0,50.0,Brasil
1466,The Rolling Stones,1995-01-28,Estadio Pacaembu,Sao Paulo,1995,"['Not Fade Away', 'Tumbling Dice', 'You Got Me Rocking', 'Shattered', 'Live With Me', ""(I Can't Get No) Satisfaction"", 'Beast of Burden', 'Angie', ""You Can't Always Get What You Want"", 'Doo Doo Doo Doo Doo (Heartbreaker)', 'Love Is Strong', 'I Go Wild', 'Miss You', 'Honky Tonk Women', 'Happy', 'The Worst', 'Sympathy for the Devil', 'Gimme Shelter', 'Street Fighting Man', 'Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Brown Sugar', ""Jumpin' Jack Flash""]",Estádio do Pacaembu,"São Paulo, Brazil",Voodoo Lounge,,,https://www.setlist.fm/setlist/the-rolling-stones/1995/estadio-do-pacaembu-sao-paulo-brazil-73d6fe3d.html,40000.0,50.0,Brasil
1467,The Rolling Stones,1995-01-30,Estadio Pacaembu,Sao Paulo,1995,"['Not Fade Away', 'Tumbling Dice', 'You Got Me Rocking', ""It's All Over Now"", 'Live With Me', ""(I Can't Get No) Satisfaction"", 'Out of Tears', 'Angie', 'Rock and a Hard Place', 'Midnight Rambler', 'I Go Wild', 'Miss You', 'Honky Tonk Women', 'Before They Make Me Run', 'The Worst', 'Sympathy for the Devil', 'Gimme Shelter', 'Street Fighting Man', 'Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Brown Sugar', ""Jumpin' Jack Flash""]",Estádio do Pacaembu,"São Paulo, Brazil",Voodoo Lounge,,,https://www.setlist.fm/setlist/the-rolling-stones/1995/estadio-do-pacaembu-sao-paulo-brazil-7bd6fe3c.html,40000.0,50.0,Brasil
1468,The Rolling Stones,1995-02-02,Estadio Maracana,Rio de Janeiro,1995,"['Not Fade Away', 'Tumbling Dice', 'You Got Me Rocking', ""It's All Over Now"", 'Shattered', 'Sparks Will Fly', ""(I Can't Get No) Satisfaction"", 'Out of Tears', 'Angie', 'Rock and a Hard Place', 'Love Is Strong', 'I Go Wild', 'Miss You', 'Honky Tonk Women', 'Before They Make Me Run', 'The Worst', 'Sympathy for the Devil', 'Gimme Shelter', 'Street Fighting Man', 'Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Brown Sugar', ""Jumpin' Jack Flash""]",Estádio do Maracanã,"Rio de Janeiro, Brazil",Voodoo Lounge,,,https://www.setlist.fm/setlist/the-rolling-stones/1995/estadio-do-maracana-rio-de-janeiro-brazil-6bd6fe16.html,70000.0,50.0,Brasil
1469,The Rolling Stones,1995-02-04,Estadio Maracana,Rio de Janeiro,1995,"['Not Fade Away', 'Tumbling Dice', 'You Got Me Rocking', ""It's All Over Now"", 'Live With Me', 'Sparks Will Fly', ""(I Can't Get No) Satisfaction"", 'Out of Tears', 'Angie', 'Midnight Rambler', 'Rock and a Hard Place', 'I Go Wild', 'Miss You', 'Honky Tonk Women', 'Happy', 'The Worst', 'Sympathy for the Devil', 'Monkey Man', 'Street Fighting Man', 'Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Brown Sugar', ""Jumpin' Jack Flash""]",Estádio do Maracanã,"Rio de Janeiro, Brazil",Voodoo Lounge,,,https://www.setlist.fm/setlist/the-rolling-stones/1995/estadio-do-maracana-rio-de-janeiro-brazil-6bd6fe92.html,70000.0,50.0,Brasil
1470,The Rolling Stones,1995-02-09,Estadio River Plate,Buenos Aires,1995,"['Not Fade Away', 'Tumbling Dice', 'You Got Me Rocking', ""It's All Over Now"", 'Undercover of the Night', 'Sparks Will Fly', ""(I Can't Get No) Satisfaction"", 'Out of Tears', 'Angie', 'Rock and a Hard Place', 'Love Is Strong', 'I Go Wild', 'Miss You', 'Honky Tonk Women', 'Before They Make Me Run', 'The Worst', 'Sympathy for the Devil', 'Gimme Shelter', 'Street Fighting Man', 'Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Brown Sugar', ""Jumpin' Jack Flash""]",Estadio River Plate,"Buenos Aires, Argentina",Voodoo Lounge,,,https://www.setlist.fm/setlist/the-rolling-stones/1995/estadio-river-plate-buenos-aires-argentina-7bd6fe90.html,70000.0,50.0,Argentina
1471,The Rolling Stones,1995-02-11,Estadio River Plate,Buenos Aires,1995,"['Not Fade Away', 'Tumbling Dice', 'You Got Me Rocking', ""It's All Over Now"", 'Live With Me', 'Sparks Will Fly', ""(I Can't Get No) Satisfaction"", 'Out of Tears', ""You Can't Always Get What You Want"", 'Rock and a Hard Place', 'Love Is Strong', 'I Go Wild', 'Miss You', 'Honky Tonk Women', 'Happy', 'Slipping Away', 'Sympathy for the Devil', 'Monkey Man', 'Street Fighting Man', 'Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Brown Sugar', ""Jumpin' Jack Flash""]",Estadio River Plate,"Buenos Aires, Argentina",Voodoo Lounge,,,https://www.setlist.fm/setlist/the-rolling-stones/1995/estadio-river-plate-buenos-aires-argentina-63d6fe97.html,70000.0,50.0,Argentina
1472,The Rolling Stones,1995-02-12,Estadio River Plate,Buenos Aires,1995,"['Not Fade Away', 'Tumbling Dice', 'You Got Me Rocking', ""It's All Over Now"", 'Rocks Off', 'Sparks Will Fly', ""(I Can't Get No) Satisfaction"", 'Out of Tears', 'Memory Motel', 'Rock and a Hard Place', 'Midnight Rambler', 'I Go Wild', 'Miss You', 'Honky Tonk Women', 'Before They Make Me Run', 'Slipping Away', 'Sympathy for the Devil', 'Gimme Shelter', 'Street Fighting Man', 'Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Brown Sugar', ""Jumpin' Jack Flash""]",Estadio River Plate,"Buenos Aires, Argentina",Voodoo Lounge,,,https://www.setlist.fm/setlist/the-rolling-stones/1995/estadio-river-plate-buenos-aires-argentina-6bd6fe96.html,70000.0,50.0,Argentina
1473,The Rolling Stones,1995-02-14,Estadio River Plate,Buenos Aires,1995,"['Not Fade Away', 'Tumbling Dice', 'You Got Me Rocking', ""It's All Over Now"", 'Shattered', 'Sparks Will Fly', ""(I Can't Get No) Satisfaction"", 'Beast of Burden', 'Out of Tears', 'Rock and a Hard Place', 'Love Is Strong', 'I Go Wild', 'Miss You', 'Honky Tonk Women', 'Happy', 'Slipping Away', 'Sympathy for the Devil', 'Monkey Man', 'Street Fighting Man', 'Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Brown Sugar', ""Jumpin' Jack Flash""]",Estadio River Plate,"Buenos Aires, Argentina",Voodoo Lounge,,,https://www.setlist.fm/setlist/the-rolling-stones/1995/estadio-river-plate-buenos-aires-argentina-73d6fe95.html,70000.0,50.0,Argentina
1474,The Rolling Stones,1995-02-16,Estadio River Plate,Buenos Aires,1995,"['Not Fade Away', 'Tumbling Dice', 'You Got Me Rocking', ""It's All Over Now"", 'Live With Me', 'Sparks Will Fly', ""(I Can't Get No) Satisfaction"", 'Out of Tears', 'Angie', 'Rock and a Hard Place', 'Midnight Rambler', 'I Go Wild', 'Miss You', 'Honky Tonk Women', 'Before They Make Me Run', 'Slipping Away', 'Sympathy for the Devil', 'Monkey Man', 'Street Fighting Man', 'Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Brown Sugar', ""Jumpin' Jack Flash""]",Estadio River Plate,"Buenos Aires, Argentina",Voodoo Lounge,,,https://www.setlist.fm/setlist/the-rolling-stones/1995/estadio-river-plate-buenos-aires-argentina-7bd6fe94.html,70000.0,50.0,Argentina
1475,The Rolling Stones,1995-02-19,Estadio Nacional,Santiago,1995,"['Not Fade Away', 'Tumbling Dice', 'You Got Me Rocking', 'Rocks Off', 'Rock and a Hard Place', 'Sparks Will Fly', ""(I Can't Get No) Satisfaction"", 'Angie', 'Out of Tears', 'Love Is Strong', ""It's All Over Now"", 'I Go Wild', 'Miss You', 'Honky Tonk Women', 'Before They Make Me Run', 'Slipping Away', 'Sympathy for the Devil', 'Monkey Man', 'Street Fighting Man', 'Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Brown Sugar', ""Jumpin' Jack Flash""]",Estadio Nacional,"Santiago, Chile",Voodoo Lounge,,,https://www.setlist.fm/setlist/the-rolling-stones/1995/estadio-nacional-santiago-chile-63d6fe8b.html,48000.0,50.0,Chile
1476,The Rolling Stones,1995-02-24,Ellis Park Stadium,Johannesburg,1995,"['Not Fade Away', 'Tumbling Dice', 'You Got Me Rocking', ""It's All Over Now"", 'Shattered', 'Sparks Will Fly', ""(I Can't Get No) Satisfaction"", 'Out of Tears', 'Angie', 'Rock and a Hard Place', 'Love Is Strong', 'I Go Wild', 'Miss You', 'Honky Tonk Women', 'Before They Make Me Run', 'The Worst', 'Sympathy for the Devil', 'Gimme Shelter', 'Street Fighting Man', 'Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Brown Sugar', ""Jumpin' Jack Flash""]",Ellis Park Stadium,"Johannesburg, South Africa",Voodoo Lounge,,,https://www.setlist.fm/setlist/the-rolling-stones/1995/ellis-park-stadium-johannesburg-south-africa-6bd6fe8a.html,60000.0,45.0,South Africa
1477,The Rolling Stones,1995-02-25,Ellis Park Stadium,Johannesburg,1995,"['Not Fade Away', 'Tumbling Dice', 'You Got Me Rocking', ""It's All Over Now"", 'Live With Me', 'Sparks Will Fly', ""(I Can't Get No) Satisfaction"", 'Out of Tears', 'Angie', 'Rock and a Hard Place', 'Midnight Rambler', 'I Go Wild', 'Miss You', 'Honky Tonk Women', 'Happy', 'Slipping Away', 'Sympathy for the Devil', 'Monkey Man', 'Street Fighting Man', 'Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Brown Sugar', ""Jumpin' Jack Flash""]",Ellis Park Stadium,"Johannesburg, South Africa",Voodoo Lounge,,,https://www.setlist.fm/setlist/the-rolling-stones/1995/ellis-park-stadium-johannesburg-south-africa-73d6fe89.html,60000.0,45.0,South Africa
1478,The Rolling Stones,1995-05-26,Paradiso,Amsterdam,1995,"['Not Fade Away', ""It's All Over Now"", 'Live With Me', 'Let It Bleed', 'The Spider and the Fly', 'Beast of Burden', 'Angie', 'Wild Horses', 'Sweet Virginia', 'Dead Flowers', 'Shine a Light', 'Like a Rolling Stone', 'Connection', 'Slipping Away', 'The Worst', 'Gimme Shelter', 'All Down the Line', 'Respectable', 'Rip This Joint', 'Street Fighting Man']",Paradiso Grote Zaal,"Amsterdam, Netherlands",Voodoo Lounge,,,https://www.setlist.fm/setlist/the-rolling-stones/1995/paradiso-grote-zaal-amsterdam-netherlands-13d6f929.html,1500.0,45.0,Nederland
1479,The Rolling Stones,1995-05-27,Paradiso,Amsterdam,1995,"['Not Fade Away', ""It's All Over Now"", 'Live With Me', 'Let It Bleed', 'Beast of Burden', 'Angie', 'Wild Horses', 'Sweet Virginia', 'Dead Flowers', 'Still a Fool', 'Down in the Bottom', 'Shine a Light', 'Like a Rolling Stone', 'Jump on Top of Me', 'Connection', 'Before They Make Me Run', 'Slipping Away', 'Monkey Man', ""I Can't Get Next to You"", 'All Down the Line', 'Street Fighting Man', 'Rip This Joint', 'Respectable']",Paradiso Grote Zaal,"Amsterdam, Netherlands",Voodoo Lounge,,,https://www.setlist.fm/setlist/the-rolling-stones/1995/paradiso-grote-zaal-amsterdam-netherlands-3d6f92f.html,1500.0,45.0,Nederland
1480,The Rolling Stones,1995-06-03,Olympiastadion,Stockholm,1995,"['Not Fade Away', 'Tumbling Dice', 'You Got Me Rocking', 'Respectable', 'Rocks Off', 'Live With Me', 'Sparks Will Fly', ""(I Can't Get No) Satisfaction"", 'Wild Horses', 'Like a Rolling Stone', 'Rock and a Hard Place', 'I Go Wild', 'Miss You', 'Honky Tonk Women', 'Before They Make Me Run', 'Slipping Away', 'Sympathy for the Devil', 'Monkey Man', 'Street Fighting Man', 'Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Brown Sugar', ""Jumpin' Jack Flash""]",Stockholms Stadion,"Stockholm, Sweden",Voodoo Lounge,,,https://www.setlist.fm/setlist/the-rolling-stones/1995/stockholms-stadion-stockholm-sweden-13d6f92d.html,37000.0,75.0,Sverige
1481,The Rolling Stones,1995-06-06,Helsingfors Olympiastadion,Helsinki,1995,"['Not Fade Away', 'Tumbling Dice', 'You Got Me Rocking', 'Rocks Off', 'Live With Me', 'Sparks Will Fly', ""(I Can't Get No) Satisfaction"", 'Beast of Burden', 'Wild Horses', 'Like a Rolling Stone', 'Rock and a Hard Place', 'I Go Wild', 'Miss You', 'Honky Tonk Women', 'Before They Make Me Run', 'Slipping Away', 'Sympathy for the Devil', 'Gimme Shelter', 'Street Fighting Man', 'Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Brown Sugar', ""Jumpin' Jack Flash""]",Olympiastadion,"Helsinki, Finland",Voodoo Lounge,,,https://www.setlist.fm/setlist/the-rolling-stones/1995/olympiastadion-helsinki-finland-3d6f9df.html,40000.0,50.0,Suomi / Finland
1482,The Rolling Stones,1995-06-09,Valle Hovin,Oslo,1995,"['Not Fade Away', 'Tumbling Dice', 'You Got Me Rocking', 'All Down the Line', 'Live With Me', 'Sparks Will Fly', ""(I Can't Get No) Satisfaction"", 'Let It Bleed', 'Wild Horses', 'Like a Rolling Stone', 'Doo Doo Doo Doo Doo (Heartbreaker)', 'I Go Wild', 'Miss You', 'Honky Tonk Women', 'Happy', 'The Worst', 'Sympathy for the Devil', 'Monkey Man', 'Street Fighting Man', 'Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Brown Sugar', ""Jumpin' Jack Flash""]",Valle Hovin,"Oslo, Norway",Voodoo Lounge,,,https://www.setlist.fm/setlist/the-rolling-stones/1995/valle-hovin-oslo-norway-13d6f9a1.html,40000.0,50.0,Norge
1483,The Rolling Stones,1995-06-11,Idraetsparken,Copenhagen,1995,"['Not Fade Away', 'Tumbling Dice', 'You Got Me Rocking', 'Rocks Off', 'Live With Me', 'Sparks Will Fly', ""(I Can't Get No) Satisfaction"", 'Sweet Virginia', 'Fool to Cry', 'Like a Rolling Stone', 'Doo Doo Doo Doo Doo (Heartbreaker)', 'I Go Wild', 'Miss You', 'Honky Tonk Women', 'Before They Make Me Run', 'Slipping Away', 'Sympathy for the Devil', 'Gimme Shelter', 'Street Fighting Man', 'Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Brown Sugar', ""Jumpin' Jack Flash""]",Parken Stadium,"Copenhagen, Denmark",Voodoo Lounge,,,https://www.setlist.fm/setlist/the-rolling-stones/1995/parken-stadium-copenhagen-denmark-1bd6f9a0.html,42000.0,50.0,Danmark
1484,The Rolling Stones,1995-06-13,Stadspark de Goffert,Nijmegen,1995,"['Not Fade Away', 'Tumbling Dice', 'You Got Me Rocking', ""It's All Over Now"", 'Live With Me', 'Sparks Will Fly', ""(I Can't Get No) Satisfaction"", 'Beast of Burden', 'Wild Horses', 'Like a Rolling Stone', 'Gimme Shelter', 'Rock and a Hard Place', 'I Go Wild', 'Miss You', 'Honky Tonk Women', 'Before They Make Me Run', 'The Worst', 'Sympathy for the Devil', 'Street Fighting Man', 'Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Brown Sugar', ""Jumpin' Jack Flash""]",Goffertpark,"Nijmegen, Netherlands",Voodoo Lounge,,,https://www.setlist.fm/setlist/the-rolling-stones/1995/goffertpark-nijmegen-netherlands-bd6f9a6.html,50000.0,50.0,Nederland
1485,The Rolling Stones,1995-06-14,Stadspark de Goffert,Nijmegen,1995,"['Not Fade Away', 'Tumbling Dice', 'You Got Me Rocking', 'All Down the Line', 'Live With Me', 'Sparks Will Fly', ""(I Can't Get No) Satisfaction"", 'Beast of Burden', 'Fool to Cry', 'Like a Rolling Stone', 'Doo Doo Doo Doo Doo (Heartbreaker)', 'Monkey Man', 'I Go Wild', 'Miss You', 'Honky Tonk Women', 'Happy', 'Slipping Away', 'Sympathy for the Devil', 'Street Fighting Man', 'Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Brown Sugar', ""Jumpin' Jack Flash""]",Goffertpark,"Nijmegen, Netherlands",Voodoo Lounge,,,https://www.setlist.fm/setlist/the-rolling-stones/1995/goffertpark-nijmegen-netherlands-13d6f9a5.html,50000.0,50.0,Nederland
1486,The Rolling Stones,1995-06-18,Draf en Renbaan Limburg,Landgraaf,1995,"['Not Fade Away', 'Tumbling Dice', 'You Got Me Rocking', 'Rocks Off', 'Live With Me', 'Sparks Will Fly', ""(I Can't Get No) Satisfaction"", 'Love Is Strong', 'Love in Vain Blues', 'Like a Rolling Stone', 'Rock and a Hard Place', 'Gimme Shelter', 'I Go Wild', 'Miss You', 'Honky Tonk Women', 'Before They Make Me Run', 'Slipping Away', 'Sympathy for the Devil', 'Street Fighting Man', 'Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Brown Sugar', ""Jumpin' Jack Flash""]",Megaland,"Landgraaf, Netherlands",Voodoo Lounge,,,https://www.setlist.fm/setlist/the-rolling-stones/1995/megaland-landgraaf-netherlands-1bd6f9a4.html,,50.0,Nederland
1487,The Rolling Stones,1995-06-20,Mungersdorferstadion,Cologne,1995,"['Not Fade Away', 'Tumbling Dice', 'You Got Me Rocking', ""It's All Over Now"", 'Live With Me', 'Sparks Will Fly', ""(I Can't Get No) Satisfaction"", 'Beast of Burden', 'Wild Horses', 'Like a Rolling Stone', 'Rock and a Hard Place', 'Monkey Man', 'I Go Wild', 'Miss You', 'Honky Tonk Women', 'Happy', 'Slipping Away', 'Sympathy for the Devil', 'Street Fighting Man', 'Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Brown Sugar', ""Jumpin' Jack Flash""]",Müngersdorfer Stadion,"Cologne, Germany",Voodoo Lounge,,,https://www.setlist.fm/setlist/the-rolling-stones/1995/mungersdorfer-stadion-cologne-germany-3d6f99b.html,62000.0,75.0,France
1488,The Rolling Stones,1995-06-22,Niedersachsenstadion,Hannover,1995,"['Not Fade Away', 'Tumbling Dice', 'You Got Me Rocking', ""It's All Over Now"", 'Live With Me', 'Sparks Will Fly', ""(I Can't Get No) Satisfaction"", 'Beast of Burden', 'Angie', 'Like a Rolling Stone', 'Rock and a Hard Place', 'Monkey Man', 'I Go Wild', 'Miss You', 'Honky Tonk Women', 'Before They Make Me Run', 'The Worst', 'Sympathy for the Devil', 'Street Fighting Man', 'Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Brown Sugar', ""Jumpin' Jack Flash""]",Niedersachsenstadion,"Hanover, Germany",Voodoo Lounge,,,https://www.setlist.fm/setlist/the-rolling-stones/1995/niedersachsenstadion-hanover-germany-73d6fe5d.html,60000.0,50.0,Deutschland
1489,The Rolling Stones,1995-06-24,Festival Site,Werchter,1995,"['Not Fade Away', 'Tumbling Dice', 'You Got Me Rocking', ""It's All Over Now"", 'Rocks Off', 'Sparks Will Fly', ""(I Can't Get No) Satisfaction"", 'Let It Bleed', 'Angie', 'Like a Rolling Stone', 'Doo Doo Doo Doo Doo (Heartbreaker)', 'Gimme Shelter', 'I Go Wild', 'Miss You', 'Honky Tonk Women', 'Before They Make Me Run', 'Slipping Away', 'Sympathy for the Devil', 'Street Fighting Man', 'Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Brown Sugar', ""Jumpin' Jack Flash""]",Festivalpark,"Werchter, Belgium",Voodoo Lounge,,,https://www.setlist.fm/setlist/the-rolling-stones/1995/festivalpark-werchter-belgium-bd6f99a.html,60000.0,50.0,België / Belgique / Belgien
1490,The Rolling Stones,1995-06-25,Festival Site,Werchter,1995,"['Not Fade Away', 'Tumbling Dice', 'You Got Me Rocking', ""It's All Over Now"", 'Live With Me', 'Sparks Will Fly', ""(I Can't Get No) Satisfaction"", 'Beast of Burden', 'Angie', 'Like a Rolling Stone', 'Doo Doo Doo Doo Doo (Heartbreaker)', 'Monkey Man', 'I Go Wild', 'Miss You', 'Honky Tonk Women', 'Happy', 'The Worst', 'Sympathy for the Devil', 'Street Fighting Man', 'Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Brown Sugar', ""Jumpin' Jack Flash""]",Festivalpark,"Werchter, Belgium",Voodoo Lounge,,,https://www.setlist.fm/setlist/the-rolling-stones/1995/festivalpark-werchter-belgium-13d6f999.html,60000.0,50.0,België / Belgique / Belgien
1491,The Rolling Stones,1995-06-30,Hippodrome de Longchamps,Paris,1995,"['Not Fade Away', 'Tumbling Dice', 'You Got Me Rocking', ""It's All Over Now"", 'Live With Me', 'Sparks Will Fly', ""(I Can't Get No) Satisfaction"", 'Beast of Burden', 'Angie', 'Like a Rolling Stone', 'Rock and a Hard Place', 'Gimme Shelter', 'I Go Wild', 'Miss You', 'Honky Tonk Women', 'Connection', 'Slipping Away', 'Sympathy for the Devil', 'Street Fighting Man', 'Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Brown Sugar', ""Jumpin' Jack Flash""]",Hippodrome de Longchamp,"Paris, France",Voodoo Lounge,9:35 PM,11:45 PM,https://www.setlist.fm/setlist/the-rolling-stones/1995/hippodrome-de-longchamp-paris-france-1bd6f998.html,100000.0,75.0,France
1492,The Rolling Stones,1995-07-01,Hippodrome de Longchamps,Paris,1995,"['Not Fade Away', 'Tumbling Dice', 'You Got Me Rocking', ""It's All Over Now"", 'Rocks Off', 'Sparks Will Fly', ""(I Can't Get No) Satisfaction"", 'Beast of Burden', 'Angie', 'Like a Rolling Stone', 'Doo Doo Doo Doo Doo (Heartbreaker)', 'Monkey Man', 'I Go Wild', 'Miss You', 'Honky Tonk Women', 'Before They Make Me Run', 'The Worst', 'Sympathy for the Devil', 'Street Fighting Man', 'Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Brown Sugar', ""Jumpin' Jack Flash""]",Hippodrome de Longchamp,"Paris, France",Voodoo Lounge,,,https://www.setlist.fm/setlist/the-rolling-stones/1995/hippodrome-de-longchamp-paris-france-3d6f99f.html,100000.0,50.0,France
1493,The Rolling Stones,1995-07-03,L'Olympia,Paris,1995,"['Honky Tonk Women', 'Tumbling Dice', 'You Got Me Rocking', 'All Down the Line', 'Shattered', 'Beast of Burden', 'Let It Bleed', 'Angie', 'Wild Horses', 'Down in the Bottom', 'Shine a Light', 'Like a Rolling Stone', 'I Go Wild', 'Miss You', 'Connection', 'Slipping Away', 'Midnight Rambler', 'Rip This Joint', 'Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Brown Sugar', ""Jumpin' Jack Flash""]",L'Olympia Bruno Coquatrix,"Paris, France",Voodoo Lounge,,,https://www.setlist.fm/setlist/the-rolling-stones/1995/lolympia-bruno-coquatrix-paris-france-bd6f99e.html,2000.0,75.0,France
